0	21	21	0.0020833333333333333	40.8275353181	-73.9473672227	40.8275353181	-73.9473672227
0	4	4	0.003472222222222222	40.8042043196	-73.9520643706	40.8042043196	-73.9520643706
0	13	63	0.009722222222222222	40.7906498132	-73.944956672	40.7784939647	-73.9512093506
0	13	13	0.013888888888888888	40.7906498132	-73.944956672	40.7906498132	-73.944956672
0	4	12	0.015277777777777777	40.8042043196	-73.9520643706	40.8055646797	-73.9383133149
0	4	6	0.01597222222222222	40.8042043196	-73.9520643706	40.8210432481	-73.9395193401
0	1	55	0.01597222222222222	40.8020326847	-73.9655685008	40.78049139	-73.9569723833
0	12	53	0.016666666666666666	40.8055646797	-73.9383133149	40.7491736907	-73.9712545487
0	4	12	0.018055555555555554	40.8042043196	-73.9520643706	40.8055646797	-73.9383133149
0	12	60	0.01875	40.8055646797	-73.9383133149	40.8412188446	-73.9416678789
0	4	31	0.01875	40.8042043196	-73.9520643706	40.8175786784	-73.954323536
0	4	55	0.019444444444444445	40.8042043196	-73.9520643706	40.78049139	-73.9569723833
0	21	6	0.019444444444444445	40.8275353181	-73.9473672227	40.8210432481	-73.9395193401
0	12	26	0.020833333333333332	40.8055646797	-73.9383133149	40.7978672267	-73.9678067831
0	13	41	0.020833333333333332	40.7906498132	-73.944956672	40.8095696766	-73.961815472
0	4	24	0.020833333333333332	40.8042043196	-73.9520643706	40.8650572991	-73.9203225255
0	4	13	0.021527777777777778	40.8042043196	-73.9520643706	40.7906498132	-73.944956672
0	4	58	0.02361111111111111	40.8042043196	-73.9520643706	40.7841070785	-73.9782732965
0	12	13	0.025	40.8055646797	-73.9383133149	40.7906498132	-73.944956672
0	6	60	0.027083333333333334	40.8210432481	-73.9395193401	40.8412188446	-73.9416678789
0	12	13	0.027083333333333334	40.8055646797	-73.9383133149	40.7906498132	-73.944956672
0	21	60	0.027083333333333334	40.8275353181	-73.9473672227	40.8412188446	-73.9416678789
0	6	48	0.029166666666666667	40.8210432481	-73.9395193401	40.7317274926	-73.9778427281
0	4	6	0.029861111111111113	40.8042043196	-73.9520643706	40.8210432481	-73.9395193401
0	4	26	0.03263888888888889	40.8042043196	-73.9520643706	40.7978672267	-73.9678067831
0	4	13	0.03333333333333333	40.8042043196	-73.9520643706	40.7906498132	-73.944956672
0	4	39	0.035416666666666666	40.8042043196	-73.9520643706	40.7644253048	-73.978366905
0	4	10	0.03611111111111111	40.8042043196	-73.9520643706	40.7483971627	-73.9999401557
0	12	63	0.03611111111111111	40.8055646797	-73.9383133149	40.7784939647	-73.9512093506
0	13	13	0.03680555555555556	40.7906498132	-73.944956672	40.7906498132	-73.944956672
0	31	10	0.0375	40.8175786784	-73.954323536	40.7483971627	-73.9999401557
0	13	12	0.04097222222222222	40.7906498132	-73.944956672	40.8055646797	-73.9383133149
0	60	41	0.04097222222222222	40.8412188446	-73.9416678789	40.8095696766	-73.961815472
0	60	58	0.041666666666666664	40.8412188446	-73.9416678789	40.7841070785	-73.9782732965
0	6	4	0.043055555555555555	40.8210432481	-73.9395193401	40.8042043196	-73.9520643706
0	4	4	0.04375	40.8042043196	-73.9520643706	40.8042043196	-73.9520643706
0	6	31	0.04652777777777778	40.8210432481	-73.9395193401	40.8175786784	-73.954323536
0	41	57	0.04791666666666667	40.8095696766	-73.961815472	40.791765951	-73.9728144763
0	12	6	0.049305555555555554	40.8055646797	-73.9383133149	40.8210432481	-73.9395193401
0	41	58	0.049305555555555554	40.8095696766	-73.961815472	40.7841070785	-73.9782732965
0	4	6	0.05	40.8042043196	-73.9520643706	40.8210432481	-73.9395193401
0	4	6	0.05	40.8042043196	-73.9520643706	40.8210432481	-73.9395193401
0	41	6	0.05277777777777778	40.8095696766	-73.961815472	40.8210432481	-73.9395193401
0	60	59	0.05277777777777778	40.8412188446	-73.9416678789	40.8586701016	-73.93282470770001
0	31	21	0.05416666666666667	40.8175786784	-73.954323536	40.8275353181	-73.9473672227
0	41	21	0.059722222222222225	40.8095696766	-73.961815472	40.8275353181	-73.9473672227
0	41	4	0.06041666666666667	40.8095696766	-73.961815472	40.8042043196	-73.9520643706
0	59	24	0.06111111111111111	40.8586701016	-73.93282470770001	40.8650572991	-73.9203225255
0	24	24	0.06319444444444444	40.8650572991	-73.9203225255	40.8650572991	-73.9203225255
0	60	59	0.06388888888888888	40.8412188446	-73.9416678789	40.8586701016	-73.93282470770001
0	41	41	0.06388888888888888	40.8095696766	-73.961815472	40.8095696766	-73.961815472
0	6	24	0.06666666666666667	40.8210432481	-73.9395193401	40.8650572991	-73.9203225255
0	4	13	0.06666666666666667	40.8042043196	-73.9520643706	40.7906498132	-73.944956672
0	6	32	0.06736111111111111	40.8210432481	-73.9395193401	40.7757711486	-73.9879721801
0	4	21	0.06944444444444445	40.8042043196	-73.9520643706	40.8275353181	-73.9473672227
