2	3	4	0.49999995	42.28327	-85.6154	42.28327	-85.6154
2	4	3	0.9999999	42.28327	-85.6154	42.28327	-85.6154
4	1	6	0.49999995	52.51173	13.32667	43.71711	10.39802
4	6	1	0.9999999	43.71711	10.39802	52.51173	13.32667
5	7	8	0.249999975	49.87488	8.65648	39.59167	2.62025
5	8	7	0.49999995	39.59167	2.62025	49.87488	8.65648
5	9	10	0.749999925	-32.89324	151.70265	48.46478	-123.31066
5	10	9	0.9999999	48.46478	-123.31066	-32.89324	151.70265
6	11	12	0.14285712857142857	49.9267	11.58077	49.9267	11.58077
6	12	11	0.28571425714285714	49.9267	11.58077	49.9267	11.58077
6	13	14	0.4285713857142857	45.38366	-75.69745	45.42237	-75.68308
6	14	13	0.5714285142857143	45.42237	-75.68308	45.38366	-75.69745
6	15	16	0.7142856428571429	39.32894	-76.62049	41.82616	-71.40396
6	15	17	0.7142856428571429	39.32894	-76.62049	36.00122	-78.9381
6	16	15	0.8571427714285714	41.82616	-71.40396	39.32894	-76.62049
6	16	17	0.8571427714285714	41.82616	-71.40396	36.00122	-78.9381
6	17	15	0.9999998999999999	36.00122	-78.9381	39.32894	-76.62049
6	17	16	0.9999998999999999	36.00122	-78.9381	41.82616	-71.40396
7	21	22	0.49999995	53.52467	-113.52287	51.91816	4.52604
7	22	21	0.9999999	51.91816	4.52604	53.52467	-113.52287
8	24	25	0.16666665	34.08683	-117.31155	40.80374	-73.95371
8	25	24	0.3333333	40.80374	-73.95371	34.08683	-117.31155
8	26	27	0.49999994999999997	35.17795	136.94924	34.70549	135.50018
8	27	26	0.6666666	34.70549	135.50018	35.17795	136.94924
8	28	29	0.83333325	36.14171	-86.80145	-33.96	18.46
8	29	28	0.9999998999999999	-33.96	18.46	36.14171	-86.80145
9	0	18	0.19999998000000002	52.16155	4.4823	51.70862	8.772590000000001
9	0	31	0.19999998000000002	52.16155	4.4823	55.78412	12.51906
9	18	31	0.39999996000000004	51.70862	8.772590000000001	55.78412	12.51906
9	18	0	0.39999996000000004	51.70862	8.772590000000001	52.16155	4.4823
9	31	18	0.59999994	55.78412	12.51906	51.70862	8.772590000000001
9	31	0	0.59999994	55.78412	12.51906	52.16155	4.4823
9	32	33	0.7999999200000001	51.70862	8.772590000000001	51.70862	8.772590000000001
9	33	32	0.9999999000000002	51.70862	8.772590000000001	51.70862	8.772590000000001
10	20	36	0.09999999000000001	37.42489	-122.16899	49.27906	-122.91755
10	34	35	0.19999998000000002	34.08683	-117.31155	40.80374	-73.95371
10	35	34	0.29999997	40.80374	-73.95371	34.08683	-117.31155
10	36	20	0.39999996000000004	49.27906	-122.91755	37.42489	-122.16899
10	37	38	0.4999999500000001	48.21388	16.36507	48.21388	16.36507
10	38	37	0.59999994	48.21388	16.36507	48.21388	16.36507
10	39	40	0.69999993	32.11311	34.80335	32.11311	34.80335
10	40	39	0.7999999200000001	32.11311	34.80335	32.11311	34.80335
10	41	42	0.8999999100000001	35.30496	-80.7328	35.30496	-80.7328
10	42	41	0.9999999000000002	35.30496	-80.7328	35.30496	-80.7328
11	44	45	0.249999975	41.70089	-86.23849	41.70089	-86.23849
11	45	44	0.49999995	41.70089	-86.23849	41.70089	-86.23849
11	46	47	0.749999925	34.82424	135.51888	34.82424	135.51888
11	47	46	0.9999999	34.82424	135.51888	34.82424	135.51888
12	1	30	0.249999975	52.51173	13.32667	43.71711	10.39802
12	30	1	0.49999995	43.71711	10.39802	52.51173	13.32667
12	48	49	0.749999925	40.25028	-111.64922	40.00705	-105.26768
12	49	48	0.9999999	40.00705	-105.26768	40.25028	-111.64922
13	31	51	0.249999975	41.38704	2.11639	39.59167	2.62025
13	51	31	0.49999995	39.59167	2.62025	41.38704	2.11639
13	54	55	0.749999925	47.2	-122.53	12.63333	39.5
13	55	54	0.9999999	12.63333	39.5	47.2	-122.53
14	60	61	0.49999995	42.35069	-71.10634	42.35069	-71.10634
14	61	60	0.9999999	42.35069	-71.10634	42.35069	-71.10634
15	0	69	0.083333325	40.00827	-105.27489	52.09228	5.12315
15	5	72	0.16666665	49.01559	8.41992	47.66333	9.17528
15	30	65	0.24999997499999999	43.71711	10.39802	37.87039	-122.25906
15	62	63	0.3333333	34.6783	-82.83714	36.21422	-81.67821
15	63	62	0.416666625	36.21422	-81.67821	34.6783	-82.83714
15	65	30	0.49999994999999997	37.87039	-122.25906	43.71711	10.39802
15	66	67	0.583333275	24.79473	120.99428	24.79178	120.99219
15	67	66	0.6666666	24.79178	120.99219	24.79473	120.99428
15	69	0	0.749999925	52.09228	5.12315	40.00827	-105.27489
15	70	71	0.83333325	43.11572	12.38636	43.11572	12.38636
15	71	70	0.916666575	43.11572	12.38636	43.11572	12.38636
15	72	5	0.9999998999999999	47.66333	9.17528	49.01559	8.41992
16	50	75	0.06666666	30.29	-97.74	30.29	-97.74
16	73	74	0.13333332	39.94926	-75.19126	39.94926	-75.19126
16	74	73	0.19999998000000002	39.94926	-75.19126	39.94926	-75.19126
16	75	50	0.26666664	30.29	-97.74	30.29	-97.74
16	76	77	0.3333333	35.51541	139.48303	36.0349	140.08015
16	77	76	0.39999996000000004	36.0349	140.08015	35.51541	139.48303
16	78	79	0.46666662000000003	48.13315	11.58083	48.13315	11.58083
16	79	78	0.53333328	48.13315	11.58083	48.13315	11.58083
16	80	81	0.59999994	41.31138	-72.92585	41.31138	-72.92585
16	80	82	0.59999994	41.31138	-72.92585	41.31138	-72.92585
16	81	80	0.6666666	41.31138	-72.92585	41.31138	-72.92585
16	81	82	0.6666666	41.31138	-72.92585	41.31138	-72.92585
16	82	80	0.73333326	41.31138	-72.92585	41.31138	-72.92585
16	82	81	0.73333326	41.31138	-72.92585	41.31138	-72.92585
16	84	85	0.7999999200000001	34.59125	-94.22008	52.45044	-1.9357000000000002
16	85	84	0.8666665800000001	52.45044	-1.9357000000000002	34.59125	-94.22008
16	87	88	0.9333332400000001	34.6783	-82.83714	34.6783	-82.83714
16	88	87	0.9999999	34.6783	-82.83714	34.6783	-82.83714
17	30	103	0.06666666	43.72026	10.40824	43.72026	10.40824
17	64	92	0.13333332	32.11311	34.80335	32.77636	35.02232
17	92	64	0.19999998000000002	32.77636	35.02232	32.11311	34.80335
17	93	94	0.26666664	47.64208	-122.14224	47.49833	19.04083
17	93	95	0.26666664	47.64208	-122.14224	47.49068	19.05845
17	94	93	0.3333333	47.49833	19.04083	47.64208	-122.14224
17	94	95	0.3333333	47.49833	19.04083	47.49068	19.05845
17	95	93	0.39999996000000004	47.49068	19.05845	47.64208	-122.14224
17	95	94	0.39999996000000004	47.49068	19.05845	47.49833	19.04083
17	97	98	0.46666662000000003	50.66985	4.61564	50.66985	4.61564
17	98	97	0.53333328	50.66985	4.61564	50.66985	4.61564
17	99	100	0.59999994	32.72988	-97.11497	32.72988	-97.11497
17	100	99	0.6666666	32.72988	-97.11497	32.72988	-97.11497
17	101	102	0.73333326	31.30634	121.48742	32.8752	-117.22318
17	102	101	0.7999999200000001	32.8752	-117.22318	31.30634	121.48742
17	103	30	0.8666665800000001	43.72026	10.40824	43.72026	10.40824
17	104	105	0.9333332400000001	53.54556	9.92471	49.47716	8.48409
17	105	104	0.9999999	49.47716	8.48409	53.54556	9.92471
18	68	121	0.05555555	44.63708	-63.59061	49.26457	-123.25061
